grid rect: (886, 266) 631x523
slot 0,0: occupied=true icon-candidates [("ColorfulBird", 0.70137066), ("Kirin", 0.48848015), ("VenusFlytrap", 0.42479143)]
slot 0,3: species="SharkKid" score=1.000 gender=Some(Female) passives=["SwimSpeed_up_1", "MoveSpeed_up_2", "CoolTimeReduction_Up_1"] [ocr=134ms/2 hits=0 synth=0ms/0 textlib=0.4ms/4]
slot 0,4: species="SharkKid" score=1.000 gender=Some(Female) passives=["CraftSpeed_up2"] [ocr=123ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 0,5: species="SharkKid" score=1.000 gender=Some(Female) passives=[] [ocr=104ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 1,0: species="SharkKid_Fire" score=0.909 gender=Some(Male) passives=["ElementResist_Fire_1_PAL"] [ocr=116ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 1,1: species="Werewolf" score=1.000 gender=Some(Female) passives=["ElementBoost_Fire_1_PAL"] [ocr=113ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 1,2: species="DarkCrow" score=1.000 gender=Some(Male) passives=["ElementBoost_Normal_1_PAL"] [ocr=117ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 1,3: species="DarkCrow" score=1.000 gender=Some(Female) passives=["AutoHPRegeneRate_Passive"] [ocr=121ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 1,4: species="DarkCrow" score=1.000 gender=Some(Male) passives=["CoolTimeReduction_Up_1"] [ocr=118ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 1,5: species="DarkCrow" score=1.000 gender=Some(Female) passives=["Test_PalEgg_HatchingSpeed_Up"] [ocr=118ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 2,0: species="FlameBuffalo" score=1.000 gender=Some(Male) passives=["ElementResist_Aqua_1_PAL"] [ocr=110ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 2,1: species="FlameBuffalo" score=1.000 gender=Some(Female) passives=["SwimSpeed_up_1"] [ocr=116ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 2,2: species="FluffyBird" score=1.000 gender=Some(Female) passives=["PAL_Sanity_Down_2"] [ocr=123ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 2,3: species="FluffyBird" score=1.000 gender=Some(Male) passives=["CoolTimeReduction_Up_1"] [ocr=118ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 2,4: species="LittleBriarRose" score=1.000 gender=Some(Female) passives=["Stamina_Up_2"] [ocr=114ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 2,5: species="LittleBriarRose" score=1.000 gender=Some(Male) passives=["CoolTimeReduction_Up_2"] [ocr=115ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 3,0: species="CuteButterfly" score=1.000 gender=Some(Male) passives=["ElementBoost_Dark_1_PAL"] [ocr=120ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 3,1: species="CuteButterfly" score=1.000 gender=Some(Female) passives=["ElementResist_Normal_1_PAL"] [ocr=115ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 3,2: species="CuteButterfly" score=1.000 gender=Some(Male) passives=["CraftSpeed_up2"] [ocr=125ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 3,3: species="CuteButterfly" score=1.000 gender=Some(Female) passives=["PAL_conceited"] [ocr=113ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 3,4: species="FairyDragon" score=1.000 gender=Some(Female) passives=["ElementBoost_Thunder_1_PAL"] [ocr=112ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 3,5: species="BirdDragon" score=1.000 gender=Some(Male) passives=["ElementBoost_Dragon_1_PAL", "PAL_Sanity_Down_1"] [ocr=121ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 4,0: species="BirdDragon" score=1.000 gender=Some(Female) passives=["ElementResist_Ice_1_PAL"] [ocr=113ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 4,1: species="BirdDragon" score=1.000 gender=Some(Male) passives=["ElementBoost_Ice_1_PAL"] [ocr=117ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 4,2: species="BirdDragon" score=1.000 gender=Some(Female) passives=["ReloadSpeedUp_Passive"] [ocr=123ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 4,3: species="BirdDragon_Ice" score=1.000 gender=Some(Female) passives=["WorkSuitabilityAddRank_MonsterFarm_1"] [ocr=118ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
slot 4,4: species="BirdDragon_Ice" score=1.000 gender=Some(Male) passives=["AutoHPRegeneRate_Passive", "ElementBoost_Aqua_1_PAL", "PAL_Sanity_Down_2"] [ocr=122ms/2 hits=0 synth=0ms/0 textlib=0.4ms/4]
slot 4,5: species="BirdDragon_Ice" score=1.000 gender=Some(Female) passives=["ElementBoost_Dragon_1_PAL"] [ocr=133ms/2 hits=0 synth=0ms/0 textlib=0.2ms/2]
